Product URL,Title,Description,Product Type,Tags,Categories,Visible,Hosted Image URLs,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Price,Sale Price,On Sale,Weight,Length,Width,Height,Stock
"Air-Max-95-Mita-Ueno-Prototype","Air Max 95 Mita Ueno Prototype","Air Max 95 Mita Ueno Prototype<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13225448514&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-max-95-mita-ueno-prototype"" target=""_blank"">StockX</a></h3>","Physical","Air, Max, 95, Mita, Ueno, Prototype","men","TRUE","https://stockx.imgix.net/Nike-Air-Max-95-Mita-Ueno-Prototype.jpg",,,,,,,,"2000.00",,,,,,,"1"
"Converse-Chuck-Taylor-All-Star-Hi-A$AP-Nast-Mid-Century","Converse Chuck Taylor All-Star Hi A$AP Nast Mid-Century","Converse Chuck Taylor All-Star Hi A$AP Nast Mid-Century<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13560345667&type=15&murl=https%3A%2F%2Fstockx.com%2Fconverse-chuck-taylor-all-star-hi-a%24ap-nast-mid-century"" target=""_blank"">StockX</a></h3>","Physical","Converse, Chuck, Taylor, All-Star, Hi, A$AP, Nast, Mid-Century","men","TRUE","https://stockx.imgix.net/Converse-Chuck-Taylor-All-Star-Hi-A$AP-Nast-Mid-Century-Product.jpg",,,,,,,,"2000.00",,,,,,,"1"
"Air-Force-1-High-John-Geiger-Misplaced-Checks-Black","Air Force 1 High John Geiger ""Misplaced Checks"" Black","Air Force 1 High John Geiger ""Misplaced Checks"" Black<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13452157575&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-force-1-high-john-geiger-misplaced-checks-black"" target=""_blank"">StockX</a></h3>","Physical","Air, Force, 1, High, John, Geiger, Misplaced, Checks, Black","men","TRUE","https://stockx.imgix.net/Nike-Air-Force-1-High-John-Geiger-Misplaced-Checks-Black.jpg",,,,,,,,"2000.00",,,,,,,"1"
"Air-Force-1-Low-Virgil-Abloh-Off-White-AF100","Air Force 1 Low Virgil Abloh Off-White (AF100)","Air Force 1 Low Virgil Abloh Off-White (AF100)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12042321020&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-air-force-1-low-virgil-abloh-off-white-af100"" target=""_blank"">StockX</a></h3>","Physical","Air, Force, 1, Low, Virgil, Abloh, Off-White, AF100","men","TRUE","https://stockx.imgix.net/Nike-Air-Force-1-Low-Virgil-Abloh-Off-White-AF100.png",,,,,,,,"2000.00",,,,,,,"1"
"adidas-Stan-Smith-Chinese-New-Year","adidas Stan Smith Chinese New Year","adidas Stan Smith Chinese New Year<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13398376383&type=15&murl=https%3A%2F%2Fstockx.com%2Fadidas-stan-smith-chinese-new-year"" target=""_blank"">StockX</a></h3>","Physical","adidas, Stan, Smith, Chinese, New, Year","men","TRUE","https://stockx.imgix.net/Adidas-Stan-Smith-Chinese-New-Year.png",,,,,,,,"2000.00",,,,,,,"1"
"LeBron-9-Elite-Big-Bang-Sample","LeBron 9 Elite Big Bang Sample","LeBron 9 Elite Big Bang Sample<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13567393549&type=15&murl=https%3A%2F%2Fstockx.com%2Flebron-9-elite-big-bang-sample"" target=""_blank"">StockX</a></h3>","Physical","LeBron, 9, Elite, Big, Bang, Sample","men","TRUE","https://stockx.imgix.net/Nike-Lebron-9-Elite-Big-Bang-Galaxy-Sample.jpg",,,,,,,,"2000.00",,,,,,,"1"
"adidas-Ultra-Boost-1-0-Arizona-State","adidas Ultra Boost 1.0 Arizona State","adidas Ultra Boost 1.0 Arizona State<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12042273172&type=15&murl=https%3A%2F%2Fstockx.com%2Fadidas-ultra-boost-arizona-state"" target=""_blank"">StockX</a></h3>","Physical","adidas, Ultra, Boost, 1.0, Arizona, State","men","TRUE","https://stockx.imgix.net/Adidas-Ultra-Boost-Arizona-State.jpg",,,,,,,,"1999.00",,,,,,,"1"
"Air-Yeezy-1-Net-Tan","Air Yeezy 1 Net Tan","Air Yeezy 1 Net Tan<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12042234574&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-yeezy-1-net"" target=""_blank"">StockX</a></h3>","Physical","Air, Yeezy, 1, Net, Tan","men","TRUE","https://stockx.imgix.net/Nike-Air-Yeezy-1-Net-Net-Tan-Product.jpg",,,,,,,,"1999.00",,,,,,,"1"
"Jordan-1-Retro-High-OG-Spike-Lee-Fort-Greene","Jordan 1 Retro High OG Spike Lee Fort Greene","Jordan 1 Retro High OG Spike Lee Fort Greene<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12950449182&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-jumpoff-spike-lee-fort-greene"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 1, Retro, High, OG, Spike, Lee, Fort, Greene","men","TRUE","https://stockx.imgix.net/Air-Jordan-1-Retro-High-OG-Spike-Lee-Fort-Greene-Product.jpg",,,,,,,,"1985.00",,,,,,,"1"
"Jordan-3-Retro-Michigan-PE","Jordan 3 Retro Michigan PE","Jordan 3 Retro Michigan PE<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13221137356&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-3-retro-michigan-pe"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 3, Retro, Michigan, PE","men","TRUE","https://stockx.imgix.net/Air-Jordan-3-Retro-Michigan-PE.jpg",,,,,,,,"1950.00",,,,,,,"1"
"ASICS-Gel-Lyte-III-Ronnie-Fieg-Salmon-Toes","ASICS Gel-Lyte III Ronnie Fieg ""Salmon Toes""","Released in September of 2011 as the very first shoe released at Kith, the Ronnie Fieg x Asics Gel-Lyte III ""Salmon Toes"" are quite possibly the epitome of Ronnie Fieg collaborations. Fieg put the design on hold for nearly two years after finding skepticism from friends and family over his original design. Many were not sure if the public would want a GL3 with a bright pink toe box. Soon after giving away a pair of Salmon Toes via contest, Ronnie Fieg found the public was incredibly interested in owning a pair of GLIII with a pink toe box. In fact, he received petitions requesting that he released the Salmon Toes to the public. Although the Salmon Toe Gel Lytes eventually released in two different packages, the Salmon Toe GEL-Lyte 3 was extremely limited. The first packaging option was $200 and included the Salmon Toe Gel Lyte III, Kith shirt, and dog tags inside a laser etched and numbered wooden box. The second package was a regular ASICS box which retailed for $130. Available both in-store and online, the Salmon Toes sold out incredibly quick, and are sold for more than five times their original price today. To this day, RF looks back at his release of the Ronnie Fieg x Asics Gel-Lyte III ""Salmon Toes"" as the turning point in his career and where he was rewarded for bring true to his gut-instinct.<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12381611672&type=15&murl=https%3A%2F%2Fstockx.com%2Fasics-gel-lyte-iii-ronnie-fieg-salmon-toes"" target=""_blank"">StockX</a></h3>","Physical","ASICS, Gel-Lyte, III, Ronnie, Fieg, Salmon, Toes","men","TRUE","https://stockx.imgix.net/Asics-Gel-Lyte-III-Ronnie-Fieg-Salmon-Toes-2011.jpg",,,,,,,,"1950.00",,,,,,,"1"
"Nike-HyperAdapt-1-0-White","Nike HyperAdapt 1.0 White","Nike HyperAdapt 1.0 White<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12679199890&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-hyperadapt-1-0-white"" target=""_blank"">StockX</a></h3>","Physical","Nike, HyperAdapt, 1.0, White","men","TRUE","https://stockx.imgix.net/Nike-HyperAdapt-1pt0-White.png",,,,,,,,"1900.00",,,,,,,"1"
"ASICS-Gel-Lyte-III-Slam-Jam-5th-Dimension-2010","ASICS Gel-Lyte III Slam Jam 5th Dimension (2010)","ASICS Gel-Lyte III Slam Jam 5th Dimension (2010)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13473891820&type=15&murl=https%3A%2F%2Fstockx.com%2Fasics-gel-lyte-iii-slam-jam-5th-dimension-2010"" target=""_blank"">StockX</a></h3>","Physical","ASICS, Gel-Lyte, III, Slam, Jam, 5th, Dimension, 2010","men","TRUE","https://stockx.imgix.net/Asics-Gel-Lyte-III-Slam-Jam-5th-Dimension-2010.jpg",,,,,,,,"1900.00",,,,,,,"1"
"Air-Yeezy-1-Blink","Air Yeezy 1 Blink","Air Yeezy 1 Blink<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12042323752&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-yeezy-1-blink"" target=""_blank"">StockX</a></h3>","Physical","Air, Yeezy, 1, Blink","men","TRUE","https://stockx.imgix.net/Nike-Air-Yeezy-1-Black-Pink-Blink.jpg",,,,,,,,"1900.00",,,,,,,"1"
"ASICS-Gel-Lyte-III-La-MJC-x-Colette","ASICS Gel-Lyte III La MJC x Colette","ASICS Gel-Lyte III La MJC x Colette<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13497251843&type=15&murl=https%3A%2F%2Fstockx.com%2Fasics-gel-lyte-3-la-mjc-colette"" target=""_blank"">StockX</a></h3>","Physical","ASICS, Gel-Lyte, III, La, MJC, x, Colette","men","TRUE","https://stockx.imgix.net/Asics-Gel-Lyte-3-La-MJC-Colette.png",,,,,,,,"1900.00",,,,,,,"1"
"Jordan-9-Retro-Oregon-State-PE","Jordan 9 Retro Oregon State (PE)","Jordan 9 Retro Oregon State (PE)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13509500233&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-9-retro-oregon-state-pe"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 9, Retro, Oregon, State, PE","men","TRUE","https://stockx.imgix.net/Air-Jordan-9-Retro-Oregon-State-PE.jpg",,,,,,,,"1900.00",,,,,,,"1"
"Air-Force-1-Low-VLONE-2017","Air Force 1 Low VLONE (2017)","Air Force 1 Low VLONE (2017)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13209470963&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-air-force-1-low-vlone-2017"" target=""_blank"">StockX</a></h3>","Physical","Air, Force, 1, Low, VLONE, 2017","men","TRUE","https://stockx.imgix.net/Nike-Air-Force-1-Low-VLONE-2017.png",,,,,,,,"1900.00",,,,,,,"1"
"Nike-SB-Blazer-Supreme-Black-2006","Nike SB Blazer Supreme Black (2006)","Nike SB Blazer Supreme Black (2006)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12042410038&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-sb-blazer-supreme-nyc-black-2006"" target=""_blank"">StockX</a></h3>","Physical","Nike, SB, Blazer, Supreme, Black, 2006","men","TRUE","https://stockx.imgix.net/Nike-Blazer-SB-Supreme-NYC-Black-2006.jpg",,,,,,,,"1900.00",,,,,,,"1"
"Nike-Dunk-SB-Low-Supreme-Black-Cement-2002","Nike Dunk SB Low Supreme Black Cement (2002)","When it comes to creating demand for products, no boutique does it better than New York's Supreme but back when the Supreme x Nike SB Dunk Low ""Black Cement"" released, there was no mass hysteria or police-involved incidents. 2002 was a much simpler time for sneaker releases. In fact, collaborations like the Supreme Nike SB Dunks weren't as common because they just weren't a big deal. Back then the 500 pairs that were created were only available at the New York City and Tokyo locations, because back then, those were the only two cities Supreme had stores. It goes without saying that Supreme's version of the Nike Dunk Low was inspired by the Air Jordan 3. The black leather upper is wrapped in Elephant Print and accented in red, along with the Black/Black-Cement Grey official colorway, are iconic elements strikingly similar to the AJ3, so in hindsight, it's not a surprise that ""Black Cement"" Supreme Dunk Low is one of the most sought after sneakers to ever come from Nike Skateboarding. Although Supreme may be known today for their over-the-top and hyped collaborations, the SB Dunk collab with Nike SB was the first time the brand officially worked on a shoe and at the time, Nike SB Dunks were under the radar of most sneakerheads because they were made to skate in. The limited production of the Supreme x Nike Dunk SB Low ""Black Cement"" and the fact that many were worn and skated, keeps the Supreme Dunks out of the price range for many collectors.<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12679116948&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-dunk-sb-low-supreme-ny-black-cement-2002"" target=""_blank"">StockX</a></h3>","Physical","Nike, Dunk, SB, Low, Supreme, Black, Cement, 2002","men","TRUE","https://stockx.imgix.net/Nike-Dunk-SB-Low-Supreme-Black-Cement-2002.jpg",,,,,,,,"1899.00",,,,,,,"1"
"LeBron-11-Graffiti","LeBron 11 Graffiti","LeBron 11 Graffiti<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12042298766&type=15&murl=https%3A%2F%2Fstockx.com%2Flebron-11-graffiti"" target=""_blank"">StockX</a></h3>","Physical","LeBron, 11, Graffiti","men","TRUE","https://stockx.imgix.net/Nike-Lebron-11-Graffiti.jpg",,,,,,,,"100.00",,,,,,,"1"
